,KepID,Exoplanet Archive Disposition,Disposition Score,Orbital Period [days],Transit Epoch [BKJD],Impact Parameter,Transit Duration [hrs],Transit Depth [ppm],Planetary Radius [Earth radii],Equilibrium Temperature [K],Insolation Flux [Earth flux],Transit Signal-to-Noise,Stellar Effective Temperature [K],Stellar Surface Gravity [log10(cm/s**2)],Stellar Radius [Solar radii],Dec [decimal degrees],Kepler-band [mag]
3486,9426071,FALSE POSITIVE,0.0,28.714216138,182.608668,0.919,6.0624,43702.0,42.19,794.0,93.74,1230.7,6706.0,4.226,1.417,45.964439,13.765
3487,9458613,CONFIRMED,1.0,21.77568158,189.63828,0.025,7.9588,797.9,4.76,853.0,125.14,117.3,5900.0,4.022,1.694,46.005219,13.988
3488,9458613,CONFIRMED,0.997,41.0283424,172.57481,0.011,9.8052,541.4,3.92,691.0,53.8,66.5,5900.0,4.022,1.694,46.005219,13.988
3489,10729472,FALSE POSITIVE,0.141,0.83442282,131.7827,0.163,1.873,50.9,0.64,1854.0,2794.84,8.8,5838.0,4.529,0.897,48.052429,15.271
3490,5966660,FALSE POSITIVE,0.001,1.906633332,170.064102,0.98,3.0825,268.0,2.72,1847.0,2745.66,83.3,6736.0,4.335,1.243,41.228489,13.429
3491,6020753,CONFIRMED,0.992,4.069425638,171.017743,0.102,2.0396,549.1,1.53,802.0,97.72,68.0,4671.0,4.636,0.68,41.32201,13.872
3492,8456679,CONFIRMED,0.491,4.06844957,132.27614,0.55,2.8349,79.8,0.98,1170.0,442.08,29.3,5751.0,4.391,1.071,44.435749,12.566
3493,6020753,CONFIRMED,1.0,16.28247625,180.79815,0.382,2.9227,792.6,1.88,505.0,15.37,60.0,4671.0,4.636,0.68,41.32201,13.872
3494,6062088,CONFIRMED,1.0,3.162692075,169.64186,0.716,1.9529,503.7,2.61,1308.0,692.32,75.4,5821.0,4.355,1.085,41.388031,13.989
3495,9458613,CONFIRMED,0.999,31.7848157,135.87105,0.015,8.8077,444.5,3.55,752.0,75.59,57.6,5900.0,4.022,1.694,46.005219,13.988
3496,9458613,CONFIRMED,1.0,13.17555999,143.6789,0.013,6.6677,280.0,2.82,1009.0,244.58,48.8,5900.0,4.022,1.694,46.005219,13.988
3497,9458613,CONFIRMED,0.997,5.66815821,131.88743,0.177,4.9064,119.7,1.85,1336.0,752.7,27.3,5900.0,4.022,1.694,46.005219,13.988
3498,9530945,CONFIRMED,1.0,17.40665216,171.00688,0.022,6.864,586.9,2.95,814.0,104.04,85.7,6086.0,4.274,1.216,46.12915,13.998
3500,4752451,FALSE POSITIVE,0.0,6.41496453,132.86482,1.187,3.9015,201.2,25.79,1153.0,417.97,53.1,6170.0,4.259,1.183,39.803928,12.385
3501,6062088,CONFIRMED,1.0,5.370639542,172.23815,0.667,2.1121,491.3,2.54,1096.0,341.68,58.8,5821.0,4.355,1.085,41.388031,13.989
3502,6062088,CONFIRMED,1.0,11.32977062,133.96755,0.036,3.845,162.4,1.37,855.0,126.21,18.5,5821.0,4.355,1.085,41.388031,13.989
3503,6125481,CONFIRMED,0.984,23.20579353,180.7628,0.059,4.3243,342.5,5.86,1002.0,238.21,46.9,5460.0,3.626,3.231,41.41687,13.413
3504,6267535,CONFIRMED,1.0,6.07972016,170.58389,0.471,7.1228,290.8,2.32,1111.0,360.77,77.9,5460.0,4.139,1.346,41.617191,13.532
3506,6347299,CONFIRMED,1.0,14.40090414,174.98964,0.872,4.1682,379.6,2.71,828.0,111.24,41.1,5815.0,4.27,1.198,41.761921,13.909
3507,9530945,CONFIRMED,1.0,7.69363627,176.5035,0.366,5.0324,295.1,2.12,1069.0,308.61,55.1,6086.0,4.274,1.216,46.12915,13.998
3508,9578686,CONFIRMED,1.0,21.3851584,178.78285,0.518,4.0819,663.9,2.17,574.0,25.63,67.3,5376.0,4.516,0.825,46.20351,13.94
3509,9590976,CONFIRMED,1.0,5.37493289,170.93379,0.228,3.9567,155.8,2.12,1413.0,942.35,49.0,6167.0,4.037,1.689,46.277519,13.294
3510,9590976,CONFIRMED,1.0,8.58600968,137.95984,0.728,3.3443,102.1,1.84,1208.0,503.98,23.2,6167.0,4.037,1.689,46.277519,13.294
3512,9590976,CONFIRMED,0.999,3.88688862,132.4955,0.035,3.683,58.3,1.29,1574.0,1448.04,20.8,6167.0,4.037,1.689,46.277519,13.294
3513,2441151,FALSE POSITIVE,0.0,2.192009479,171.671953,1.248,2.9453,1475.6,35.9,1446.0,1030.69,131.2,5499.0,4.28,1.125,37.703972,14.687
3514,3970233,FALSE POSITIVE,0.027,8.254912972,174.43554,0.532,6.8822,19242.0,11.86,793.0,93.46,438.2,5366.0,4.5,0.835,39.017288,14.034
3515,4832837,CONFIRMED,1.0,2.628117322,169.718913,0.612,1.8289,936.8,1.77,737.0,69.56,98.1,3939.0,4.705,0.557,39.91415,14.915
3517,5014753,FALSE POSITIVE,0.002,3.170626881,172.047171,0.847,2.7189,14610.0,14.37,1314.0,704.88,113.2,6068.0,4.428,1.034,40.105331,14.333
3519,6347299,CONFIRMED,0.959,25.6613816,155.13806,0.864,4.459,166.5,1.78,683.0,51.48,14.6,5815.0,4.27,1.198,41.761921,13.909
3520,6365156,CONFIRMED,1.0,10.21418792,170.70466,0.016,5.8201,303.8,2.29,957.0,198.34,78.6,5843.0,4.25,1.332,41.727051,13.336
3521,6425957,CONFIRMED,0.073,2.755637216,170.845854,0.717,1.8559,536.7,1.37,757.0,77.57,99.8,4121.0,4.709,0.553,41.861172,13.506
3522,1293046,FALSE POSITIVE,0.0,36.2671673,155.0813,0.214,2.065,627.1,1.5,347.0,3.44,10.0,4264.0,4.637,0.62,36.91637,15.544
3523,2444412,CONFIRMED,1.0,14.91095177,141.336726,0.014,3.325,864.5,2.62,694.0,54.87,116.9,5650.0,4.5,0.899,37.751591,12.593
3524,6425957,CONFIRMED,0.008,20.30652862,172.6581,0.714,2.8014,715.4,1.58,389.0,5.4,60.8,4121.0,4.709,0.553,41.861172,13.506
3525,9597345,CONFIRMED,0.483,44.6996563,174.82144,0.472,6.2289,837.7,3.05,500.0,14.81,71.3,5497.0,4.394,1.046,46.266472,13.967
3526,9597345,CONFIRMED,0.972,3.619309734,135.44164,0.116,3.0504,206.6,1.47,1156.0,422.53,47.4,5497.0,4.394,1.046,46.266472,13.967
3527,9597345,CONFIRMED,0.772,124.5245224,254.17788,0.004,9.654,689.9,2.69,356.0,3.78,47.5,5497.0,4.394,1.046,46.266472,13.967
3529,9640976,FALSE POSITIVE,0.0,2.178150857,171.2325,0.58,1.931,162.5,1.11,1282.0,636.74,37.4,5691.0,4.56,0.836,46.35688,13.72
3530,9640985,FALSE POSITIVE,0.0,2.178150567,171.232233,1.228,3.5065,511.3,34.19,1796.0,2457.28,131.4,6820.0,4.328,1.254,46.32943,13.835
3531,5562784,FALSE POSITIVE,0.0,25.33709016,192.91451,0.824,9.664,2279.4,3.47,414.0,6.93,120.3,4469.0,4.625,0.635,40.71991,14.716
3532,5608566,FALSE POSITIVE,0.024,4.396999852,172.023406,0.987,1.875,4576.8,13.57,1231.0,543.48,63.3,5949.0,4.311,1.156,40.878891,14.491
3533,5686174,CONFIRMED,1.0,14.28228147,180.84677,0.019,2.6588,983.2,1.82,446.0,9.38,44.7,4102.0,4.675,0.595,40.933102,14.672
3535,5903312,FALSE POSITIVE,0.0,1.16015259,121.704645,0.748,1.3433,170.2,1.4,1751.0,2229.29,48.4,5842.0,4.433,0.985,41.13789,12.45
3536,6462863,CONFIRMED,0.999,3.743166733,131.61967,0.008,3.6888,126.3,1.5,1423.0,971.76,47.2,6181.0,4.234,1.331,41.891121,12.205
3537,6442340,CONFIRMED,1.0,13.13747785,170.22786,0.8,4.8655,212.8,1.85,825.0,109.68,43.1,5762.0,4.314,1.143,41.833858,13.484
3538,6442340,CONFIRMED,0.999,7.78199862,133.58871,0.816,3.947,106.9,1.32,983.0,220.8,25.6,5762.0,4.314,1.143,41.833858,13.484
3539,1434395,FALSE POSITIVE,0.014,2.2227289,131.895,0.254,2.617,279.1,34.14,4454.0,93172.12,10.5,4996.0,2.354,20.848,37.065651,12.552
3540,6442340,CONFIRMED,1.0,23.4433748,152.00588,0.924,5.768,85.0,1.29,681.0,50.72,14.1,5762.0,4.314,1.143,41.833858,13.484
3541,6685609,CONFIRMED,1.0,5.868066282,170.324046,0.801,4.1246,436.5,3.6,1254.0,584.32,97.6,5918.0,4.127,1.555,42.16605,13.182
3542,6685609,CONFIRMED,1.0,1.61189046,133.5704,0.782,3.0792,101.1,1.72,1930.0,3267.98,38.0,5918.0,4.127,1.555,42.16605,13.182
3543,9450647,CONFIRMED,1.0,9.940666412,135.21559,0.02,3.9092,520.2,2.87,996.0,233.04,161.4,6215.0,4.305,1.259,46.063831,12.663
3544,9702072,CONFIRMED,1.0,4.182001885,172.789576,0.015,2.2209,847.4,2.46,974.0,213.29,160.3,5328.0,4.551,0.865,46.47356,13.393
3546,9834719,FALSE POSITIVE,0.0,1.621668852,170.358337,1.194,1.7517,7662.0,32.76,1598.0,1546.28,67.8,6106.0,4.487,0.966,46.68792,13.9
3548,9873254,CONFIRMED,1.0,14.70749512,175.79267,0.127,3.1506,262.0,2.04,819.0,106.22,36.3,5676.0,4.247,1.28,46.717819,13.387
3549,6587002,CONFIRMED,1.0,20.73989406,173.21912,0.777,3.1505,616.1,2.11,536.0,19.47,44.2,5132.0,4.571,0.77,42.079201,14.157
3550,6587002,CONFIRMED,0.998,47.4277116,216.55737,0.678,5.2679,820.4,2.33,407.0,6.46,49.9,5132.0,4.571,0.77,42.079201,14.157
3551,6960456,FALSE POSITIVE,0.0,5.07442951,171.55916,0.53,4.064,250.2,1.38,929.0,175.75,26.7,5448.0,4.562,0.857,42.416939,14.789
3552,7368664,CONFIRMED,1.0,12.874712426,170.022499,0.932,2.2491,3860.7,11.26,926.0,173.5,218.5,5963.0,4.218,1.424,42.928909,14.517
3553,8374580,FALSE POSITIVE,0.0,176.2432946,192.50359,1.271,5.0423,4981.4,48.15,353.0,3.68,86.6,5559.0,4.209,1.231,44.330189,14.468
3554,6685609,CONFIRMED,1.0,3.07155284,133.30255,0.855,4.0935,86.0,1.65,1556.0,1389.97,27.2,5918.0,4.127,1.555,42.16605,13.182
3555,6707835,CONFIRMED,1.0,22.24814617,174.13676,0.868,4.1483,613.7,2.72,609.0,32.58,74.2,5629.0,4.503,0.943,42.131672,13.721
3557,6752502,FALSE POSITIVE,0.001,4.305219002,170.453154,0.626,2.6845,9738.6,10.34,1119.0,370.84,205.8,5780.0,4.438,1.0,42.234547,13.826
3558,6805146,FALSE POSITIVE,0.003,13.779711352,178.6879965,0.201,7.63871,25479.0,47.58,1376.0,848.24,2013.6,6444.0,3.643,2.947,42.206429,13.21
3559,10318874,CONFIRMED,1.0,2.508057497,135.000657,0.742,1.1134,1507.6,3.25,997.0,234.06,312.7,4780.0,4.597,0.761,47.497131,12.895
3560,6960445,FALSE POSITIVE,0.0,5.07437786,171.56544,1.21,5.942,605.7,23.71,1008.0,244.04,86.6,5661.0,4.48,0.919,42.417068,13.842
3561,9873254,CONFIRMED,1.0,0.900375925,133.11787,0.093,1.257,41.4,0.82,2078.0,4399.18,14.6,5676.0,4.247,1.28,46.717819,13.387
3562,9884104,CONFIRMED,1.0,4.585466941,169.86095,0.823,3.4437,383.5,3.29,1307.0,688.54,84.8,5788.0,4.16,1.495,46.762562,13.764
3563,9884104,CONFIRMED,1.0,22.71443351,147.29684,0.816,6.0875,575.1,4.01,766.0,81.57,74.4,5788.0,4.16,1.495,46.762562,13.764
3564,9884104,CONFIRMED,0.997,47.903427,141.98347,0.918,6.191,379.3,3.55,598.0,30.17,34.1,5788.0,4.16,1.495,46.762562,13.764
3565,9950612,CONFIRMED,1.0,9.034190783,171.015329,0.846,1.5501,577.6,1.8,586.0,27.87,82.1,4499.0,4.635,0.639,46.895741,13.177
3566,9714696,FALSE POSITIVE,0.928,1.433339604,169.85606,0.902,1.3665,305.2,2.08,1677.0,1873.33,39.6,6077.0,4.471,0.999,46.41288,14.811
3567,9846086,FALSE POSITIVE,0.0,37.86511904,198.599331,1.28,2.9799,6941.7,40.36,535.0,19.31,222.3,5858.0,4.495,0.963,46.64426,14.608
3568,10353968,CONFIRMED,1.0,9.07098164,178.3435,0.013,2.6903,1026.2,2.94,825.0,109.61,59.1,5672.0,4.506,0.929,47.47739,14.959
3569,10384962,FALSE POSITIVE,0.691,2.879243323,170.710636,0.709,2.6273,48050.0,21.02,1244.0,565.39,200.5,5941.0,4.533,0.885,47.59325,14.371
3570,11773022,CONFIRMED,0.978,45.15535633,159.10544,0.063,5.7845,6208.7,7.65,523.0,17.68,285.1,6046.0,4.486,0.972,49.937679,14.669
3571,7033671,CONFIRMED,1.0,9.48965527,171.92604,0.795,3.587,262.2,2.16,926.0,173.79,42.5,5672.0,4.279,1.204,42.516209,13.774
3572,7040629,CONFIRMED,1.0,4.22865217,170.74053,0.009,3.3275,150.0,1.83,1379.0,854.59,41.5,5966.0,4.169,1.499,42.527966,13.749
3573,2711131,FALSE POSITIVE,0.0,2.85889907,134.16649,0.936,1.465,55.7,0.73,989.0,226.09,6.9,4973.0,4.603,0.754,37.975368,13.514
3574,7040629,CONFIRMED,0.999,7.46662068,132.7755,0.255,3.87,120.9,1.65,1141.0,401.08,27.4,5966.0,4.169,1.499,42.527966,13.749
3575,7040629,CONFIRMED,0.992,16.25951967,144.53203,0.374,3.854,129.5,1.72,880.0,142.1,19.6,5966.0,4.169,1.499,42.527966,13.749
3576,7040629,CONFIRMED,1.0,11.1317901,134.42272,0.342,4.051,95.5,1.47,999.0,235.55,18.2,5966.0,4.169,1.499,42.527966,13.749
3577,9950612,CONFIRMED,0.997,28.1224393,146.91763,0.516,4.174,194.3,0.9,401.0,6.13,26.9,4499.0,4.635,0.639,46.895741,13.177
3578,6678383,CONFIRMED,0.999,11.427550984,137.613711,0.608,4.6074,500.9,2.35,852.0,124.31,165.5,5979.0,4.394,1.005,42.166779,12.596
3579,2308411,FALSE POSITIVE,0.014,0.983304511,132.48478,0.477,1.78,79.9,1.1,2121.0,4774.53,10.1,6363.0,4.386,1.198,37.64188,14.981
3580,9950612,CONFIRMED,0.999,45.9029768,166.55667,0.303,5.0041,361.8,1.18,341.0,3.19,42.9,4499.0,4.635,0.639,46.895741,13.177
3581,9950612,CONFIRMED,1.0,4.159816554,133.78616,0.676,1.6261,160.3,0.86,759.0,78.4,35.6,4499.0,4.635,0.639,46.895741,13.177
3582,9963524,CONFIRMED,1.0,5.69059163,174.04885,0.573,2.557,1384.3,3.1,860.0,129.31,45.5,5244.0,4.538,0.81,46.83527,13.749
3583,5780885,CONFIRMED,0.999,4.885488596,134.2768785,0.361,5.16165,7458.4,16.66,1496.0,1182.79,2590.1,6036.0,3.968,1.909,41.089809,12.885
3584,11773022,CONFIRMED,1.0,130.17802962,212.032638,0.022,8.4534,11571.0,10.44,367.0,4.31,365.2,6046.0,4.486,0.972,49.937679,14.669
3585,11773022,CONFIRMED,0.97,85.3162004,295.31588,0.972,2.7441,1902.6,6.34,423.0,7.57,32.6,6046.0,4.486,0.972,49.937679,14.669
3588,12068975,CONFIRMED,0.284,10.34973276,174.06193,0.905,4.4859,119.0,1.44,930.0,177.25,44.5,6003.0,4.303,1.109,50.558979,11.811
3589,7115785,CONFIRMED,1.0,16.08786246,172.81384,0.824,3.095,612.5,2.56,668.0,47.17,63.7,5506.0,4.473,0.914,42.640808,13.998
3591,7115785,CONFIRMED,1.0,41.74938613,153.84636,0.226,5.6098,1055.4,2.94,486.0,13.22,95.0,5506.0,4.473,0.914,42.640808,13.998
3592,7115785,FALSE POSITIVE,0.0,0.56680081,131.81737,0.004,3.6116,127.7,1.02,2038.0,4065.92,71.5,5506.0,4.473,0.914,42.640808,13.998
3593,7124613,CONFIRMED,1.0,4.41746257,170.79073,0.085,2.965,291.0,3.95,1810.0,2536.07,22.6,6570.0,3.86,2.297,42.624962,13.343
3594,8711794,CONFIRMED,1.0,8.981014925,136.649307,0.097,1.8478,1059.3,3.14,880.0,141.77,198.3,5666.0,4.362,0.967,44.85791,12.87
3595,7277317,CONFIRMED,1.0,16.33888067,177.917586,0.256,9.3599,1718.4,10.47,963.0,203.31,201.9,4877.0,3.645,2.595,42.898281,13.781
3596,2446134,FALSE POSITIVE,0.273,39.1307086,165.7408,0.013,2.295,201.0,1.54,600.0,30.75,7.4,6295.0,4.401,1.08,37.770191,14.372
3597,9963524,CONFIRMED,1.0,10.04157214,137.08442,0.768,2.6577,1114.0,2.97,712.0,60.74,28.1,5244.0,4.538,0.81,46.83527,13.749
3598,9963524,CONFIRMED,1.0,18.36974658,131.86573,0.947,2.939,1143.3,3.58,582.0,27.14,20.1,5244.0,4.538,0.81,46.83527,13.749
3599,9963524,CONFIRMED,1.0,2.79590004,132.72971,0.638,2.056,383.7,1.66,1090.0,333.31,16.3,5244.0,4.538,0.81,46.83527,13.749
3600,9964801,CONFIRMED,1.0,13.72462702,180.64807,0.748,6.9758,281.8,2.13,831.0,112.82,50.1,5817.0,4.293,1.171,46.834278,13.645
3601,9965439,CONFIRMED,0.995,46.40626,192.99633,0.018,7.0281,469.1,2.66,588.0,28.23,51.2,6086.0,4.276,1.227,46.843189,13.489
3603,12068975,CONFIRMED,0.985,15.67750191,179.47311,0.911,5.5082,115.5,1.42,810.0,101.79,39.6,6003.0,4.303,1.109,50.558979,11.811
3604,12068975,CONFIRMED,0.973,5.59931543,171.47391,0.914,3.8944,84.8,1.22,1142.0,402.39,41.4,6003.0,4.303,1.109,50.558979,11.811
3605,12068975,CONFIRMED,0.992,25.2100146,154.41122,0.771,6.553,62.1,0.95,691.0,54.06,18.8,6003.0,4.303,1.109,50.558979,11.811
3606,3541946,CONFIRMED,1.0,17.79001678,182.43745,0.182,4.4116,871.4,2.7,655.0,43.5,67.2,5569.0,4.474,0.927,38.69101,13.597
3607,3541946,CONFIRMED,0.999,49.5674085,169.54227,0.866,4.002,730.0,2.91,465.0,11.09,31.2,5569.0,4.474,0.927,38.69101,13.597
3608,10264660,CONFIRMED,0.994,6.790120801,138.088199,0.486,6.0437,2302.3,9.86,1434.0,998.97,526.1,6372.0,3.954,2.001,47.33305,12.128
3609,7385509,FALSE POSITIVE,0.0,1.655467295,169.54872,0.001,3.2424,1059.4,2.17,1080.0,322.97,98.7,4583.0,4.6,0.695,42.995205,13.841
3610,7447200,CONFIRMED,0.378,7.972510087,171.585057,0.739,2.9754,3139.0,3.22,497.0,14.45,206.7,3912.0,4.728,0.533,43.083149,13.822
3611,7447200,CONFIRMED,1.0,2.453236139,170.892059,0.496,1.6691,1723.2,2.26,737.0,69.36,158.0,3912.0,4.728,0.533,43.083149,13.822
3612,7466863,FALSE POSITIVE,0.0,11.9710626,171.08425,0.999,2.7607,421.8,5.84,1044.0,280.97,42.6,6312.0,4.127,1.464,43.042782,13.768
3613,7509886,CONFIRMED,1.0,6.0404622,172.59327,0.508,1.98,241.0,1.3,841.0,118.56,14.9,5297.0,4.578,0.825,43.16848,13.283
3614,7509886,CONFIRMED,1.0,4.13852825,132.01882,0.185,2.281,256.5,1.3,954.0,196.51,20.5,5297.0,4.578,0.825,43.16848,13.283
3615,10002866,CONFIRMED,1.0,3.936993144,169.650592,0.801,1.887,1266.0,3.36,1004.0,240.16,59.3,5431.0,4.563,0.843,46.937771,15.063
3616,10002866,CONFIRMED,1.0,28.08185982,194.91696,0.425,4.5288,1840.3,3.63,522.0,17.52,50.8,5431.0,4.563,0.843,46.937771,15.063
3617,6678383,CONFIRMED,1.0,23.66834635,132.71421,0.758,5.8297,449.4,2.32,668.0,47.11,112.8,5979.0,4.394,1.005,42.166779,12.596
3618,10002866,CONFIRMED,1.0,10.08881066,173.083353,0.921,1.7726,1995.9,4.71,734.0,68.62,51.4,5431.0,4.563,0.843,46.937771,15.063
3620,10005020,FALSE POSITIVE,0.0,6.97106919,174.70305,0.044,3.9125,452.8,2.07,946.0,189.16,41.7,5871.0,4.493,0.983,46.95406,15.04
3621,3541946,CONFIRMED,1.0,1.311842968,133.11058,0.121,1.7876,245.1,1.43,1562.0,1410.6,44.2,5569.0,4.474,0.927,38.69101,13.597
3622,4449034,FALSE POSITIVE,1.0,38.13853099,180.43748,1.231,3.8617,1230.2,68.75,873.0,137.15,58.9,6481.0,3.861,2.343,39.53447,13.592
3623,4478168,CONFIRMED,1.0,14.58649856,172.22185,0.665,4.0249,378.7,2.45,852.0,124.89,53.0,6063.0,4.29,1.191,39.539669,13.49
3625,2854839,FALSE POSITIVE,0.325,1.05569286,131.5576,0.131,1.289,37.5,0.45,1395.0,898.72,7.1,4955.0,4.561,0.751,38.070049,13.203
3626,4563268,CONFIRMED,1.0,7.75192755,176.17197,0.546,3.5413,407.3,1.89,852.0,124.47,77.3,5604.0,4.52,0.912,39.637581,13.307
3627,7515212,CONFIRMED,0.995,31.80475991,190.25413,0.87,8.699,360.6,2.99,664.0,45.9,73.4,5867.0,4.235,1.356,43.141647,13.178
3628,7515212,CONFIRMED,0.767,16.2580276,139.6381,0.131,6.375,47.0,0.92,830.0,112.41,11.5,5867.0,4.235,1.356,43.141647,13.178
3629,7529266,CONFIRMED,0.999,8.600153929,177.642421,0.296,9.0015,4510.2,26.52,1703.0,1986.75,1208.1,6093.0,3.475,3.913,43.197281,13.643
3630,11553706,FALSE POSITIVE,0.0,3.719809197,135.068298,1.279,3.5317,2958.2,87.21,1873.0,2912.21,373.9,6284.0,3.813,2.348,49.530788,13.123
3631,2449053,FALSE POSITIVE,0.0,0.73975345,131.81739,0.525,4.2,481.8,2.09,1818.0,2580.0,86.2,5271.0,4.436,0.935,37.774361,15.141
3632,10489525,FALSE POSITIVE,0.0,1.612249049,131.85204,1.171,4.235,154.0,50.98,2713.0,12788.25,45.4,6732.0,3.793,2.569,47.672081,12.775
3633,7598128,FALSE POSITIVE,0.0,44.258173075,188.495537,0.815,7.58264,20542.0,37.38,845.0,120.38,1282.3,6544.0,3.839,2.326,43.255421,13.204
3634,11858979,FALSE POSITIVE,0.0,3.05933906,131.7541,1.259,1.7332,1169.2,36.0,1434.0,999.16,37.7,6238.0,4.337,1.116,50.16283,14.077
3635,5900390,FALSE POSITIVE,0.0,0.624677585,131.8663,0.522,2.411,37.3,1.28,4391.0,87591.59,31.0,9653.0,4.191,1.996,41.195,12.789
3636,5444334,FALSE POSITIVE,0.0,0.759763198,131.78816,0.571,3.083,202.5,1.2,1752.0,2227.19,30.8,5520.0,4.572,0.818,40.6945,15.916
3637,10139620,FALSE POSITIVE,,372.37369,138.0835,0.3052,12.33,666.1,2.68,267.0,1.2,15.6,6109.0,4.455,1.029,47.114769,15.423
3638,8686373,CONFIRMED,0.988,126.55719,145.69736,0.965,8.079,366.4,4.59,524.0,17.85,24.8,6501.0,4.054,1.854,44.836121,13.666
3639,5386264,FALSE POSITIVE,0.0,12.435190544,140.8323906,0.321,3.8305,71.9,0.52,545.0,20.93,4.8,4756.0,4.676,0.62,40.589088,14.844
3640,3867615,CONFIRMED,0.927,20.0983676,207.57757,0.02,5.207,157.8,1.58,775.0,85.34,20.9,6053.0,4.279,1.26,38.945831,13.358
3641,3218844,FALSE POSITIVE,0.147,85.112898,171.8254,0.033,2.503,513.8,2.21,422.0,7.48,8.0,6018.0,4.485,0.975,38.385971,15.681
3644,3542222,FALSE POSITIVE,0.0,0.504426087,131.894825,1.321,1.6276,614.5,33.96,2339.0,7077.76,81.7,6043.0,4.452,0.901,38.659111,15.213
3646,5530112,CONFIRMED,1.0,9.6887216,131.8295,0.118,2.0,655.5,3.09,1014.0,250.25,18.1,6457.0,4.358,1.196,40.778542,14.158
3647,6226908,CONFIRMED,0.402,19.597317,135.26526,0.87,4.508,1014.1,3.78,671.0,47.9,23.7,5569.0,4.368,1.019,41.541229,15.412
3648,5906694,CONFIRMED,0.909,13.06243545,144.18426,0.128,3.244,464.3,1.36,527.0,18.25,21.4,4522.0,4.615,0.655,41.19574,14.885
3649,10186945,FALSE POSITIVE,0.0,0.793663156,131.79065,0.4,0.8244,186.2,1.14,1614.0,1600.85,23.7,5077.0,4.533,0.825,47.246471,14.549
3650,4636565,FALSE POSITIVE,0.0,2.81401302,133.0785,0.567,5.801,55.7,1.51,1723.0,2081.51,33.8,5541.0,3.869,1.967,39.776009,12.511
3651,9956082,CONFIRMED,0.987,3.74031708,134.70305,0.277,2.394,165.6,1.38,1287.0,646.81,15.6,6260.0,4.433,1.063,46.838879,15.331
3652,3241647,FALSE POSITIVE,0.0,0.851678507,131.62317,0.418,2.028,67.9,0.85,1840.0,2698.28,9.1,5403.0,4.389,1.029,38.340618,15.25
3653,7761585,FALSE POSITIVE,,205.30627,186.434,0.1543,7.86,671.0,2.48,314.0,2.29,6.4,6045.0,4.494,0.955,43.45393,15.971
3654,3241248,FALSE POSITIVE,0.0,0.978046982,131.68639,1.227,2.6137,838.8,129.67,3146.0,23083.37,105.2,5100.0,3.368,4.569,38.319489,13.211
3655,9716302,FALSE POSITIVE,0.0,1.332566763,132.04547,0.474,4.001,384.9,1.49,1318.0,713.45,18.2,5134.0,4.599,0.752,46.413052,16.49
3656,2708286,FALSE POSITIVE,0.0,1.89131005,132.66204,1.035,5.687,155.6,6.4,1590.0,1507.16,18.7,5706.0,4.255,1.12,37.91098,15.157
3657,6755944,CONFIRMED,1.0,0.692978457,131.80142,0.938,1.1366,61.0,2.24,3186.0,24240.83,20.9,6105.0,3.805,2.304,42.222172,13.447
3658,10419797,FALSE POSITIVE,0.0,87.140633,169.262,,18.11,,,,11.37,,,,,47.550491,15.149
3659,6515335,FALSE POSITIVE,,185.53285,310.2503,1.2682,31.46,877.0,28.39,302.0,1.96,19.9,5817.0,4.544,0.87,41.927189,15.692
3660,7777471,FALSE POSITIVE,0.0,0.885131111,131.8742,0.715,3.377,93.2,0.9,1818.0,2579.83,23.4,5904.0,4.543,0.867,43.417679,14.549
3661,10294509,FALSE POSITIVE,0.0,1.85447373,132.50369,0.514,2.665,306.8,1.33,1221.0,527.79,18.9,5341.0,4.609,0.743,47.369911,15.699
3663,3003019,FALSE POSITIVE,0.0,0.502622858,131.61123,0.693,3.085,146.0,1.41,2478.0,8838.66,41.1,6029.0,4.385,1.098,38.138771,14.564
3664,9334893,CONFIRMED,0.989,31.8055128,150.6791,0.476,3.979,141.7,0.63,378.0,4.84,10.9,4729.0,4.726,0.525,45.80212,13.831
3666,10000941,CONFIRMED,0.999,3.50472344,133.72225,0.309,1.9464,90.7,0.8,1019.0,254.49,18.4,5115.0,4.477,0.854,46.91169,13.632
3667,9455677,CONFIRMED,0.995,124.827797,208.79191,0.096,6.479,647.5,2.57,350.0,3.56,17.1,5349.0,4.353,1.032,46.080662,15.259
3669,7690855,FALSE POSITIVE,0.0,0.786260569,132.166816,1.226,4.556,877.1,15.72,1192.0,477.45,246.0,4223.0,4.681,0.557,43.398659,14.04
3670,5649837,FALSE POSITIVE,0.0,0.597934463,131.95507,1.224,3.1225,515.0,23.2,2126.0,4834.45,72.2,6052.0,4.539,0.863,40.825642,15.248
3671,10141938,FALSE POSITIVE,,360.76458,148.5386,1.7475,21.22,383.7,60.3,216.0,0.52,10.0,5513.0,4.616,0.724,47.166649,14.659
3672,8029197,FALSE POSITIVE,0.0,2.15292788,132.36514,0.45,3.043,41.4,1.02,1841.0,2708.61,21.5,5851.0,3.969,1.555,43.88166,12.643
3673,12257886,FALSE POSITIVE,0.0,2.61585431,132.42844,0.577,6.519,169.8,1.28,1358.0,803.03,26.9,6131.0,4.497,0.945,50.921791,15.181
3676,11465651,CONFIRMED,1.0,31.3351094,136.97538,0.706,6.071,264.9,1.99,666.0,46.53,16.7,6404.0,4.393,1.142,49.353901,14.681
